Date,Day_of_Week,Journey_ID,Line,Scheduled_Departure,Hour_of_Day,Actual_Delay_Minutes
2025-11-11,Tuesday,VJ39,9,16:12:00,16,16
2025-11-11,Tuesday,VJ40,9,16:42:00,16,22
2025-11-11,Tuesday,VJ41,9,17:12:00,17,16
2025-11-11,Tuesday,VJ42,9H,17:42:00,17,11
2025-11-11,Tuesday,VJ43,9H,18:12:00,18,11
2025-11-11,Tuesday,VJ44,9H,18:42:00,18,22
2025-11-12,Wednesday,VJ1,9,07:20:00,7,9
2025-11-12,Wednesday,VJ2,9,07:50:00,7,19
2025-11-12,Wednesday,VJ3,9,08:30:00,8,14
2025-11-12,Wednesday,VJ4,9,09:10:00,9,9
2025-11-12,Wednesday,VJ5,9,09:40:00,9,9
2025-11-12,Wednesday,VJ6,9,10:10:00,10,0
2025-11-12,Wednesday,VJ7,9,10:40:00,10,3
2025-11-12,Wednesday,VJ8,9,11:10:00,11,1
2025-11-12,Wednesday,VJ9,9,11:40:00,11,3
2025-11-12,Wednesday,VJ10,9,12:10:00,12,3
2025-11-12,Wednesday,VJ11,9,13:10:00,13,0
2025-11-12,Wednesday,VJ12,9,13:40:00,13,0
2025-11-12,Wednesday,VJ13,9,14:10:00,14,1
2025-11-12,Wednesday,VJ14,9,14:40:00,14,2
2025-11-12,Wednesday,VJ15,9,15:10:00,15,3
2025-11-12,Wednesday,VJ16,9,15:40:00,15,1
2025-11-12,Wednesday,VJ17,9,16:10:00,16,15
2025-11-12,Wednesday,VJ18,9,16:40:00,16,14
2025-11-12,Wednesday,VJ19,9,17:10:00,17,16
2025-11-12,Wednesday,VJ20,9,17:40:00,17,13
2025-11-12,Wednesday,VJ21,9,18:10:00,18,11
2025-11-12,Wednesday,VJ22,9,07:52:00,7,20
2025-11-12,Wednesday,VJ23,9,08:22:00,8,10
2025-11-12,Wednesday,VJ24,9,09:02:00,9,19
2025-11-12,Wednesday,VJ25,9,09:22:00,9,11
2025-11-12,Wednesday,VJ26,9,09:42:00,9,8
2025-11-12,Wednesday,VJ27,9,10:12:00,10,3
2025-11-12,Wednesday,VJ28,9,10:42:00,10,1
2025-11-12,Wednesday,VJ29,9,11:12:00,11,1
2025-11-12,Wednesday,VJ30,9,11:42:00,11,35
2025-11-12,Wednesday,VJ31,9,12:12:00,12,23
2025-11-12,Wednesday,VJ32,9,12:42:00,12,2
2025-11-12,Wednesday,VJ33,9,13:12:00,13,2
2025-11-12,Wednesday,VJ34,9,13:42:00,13,1
2025-11-12,Wednesday,VJ35,9,14:12:00,14,0
2025-11-12,Wednesday,VJ36,9,14:42:00,14,2
2025-11-12,Wednesday,VJ37,9,15:12:00,15,2
2025-11-12,Wednesday,VJ38,9,15:42:00,15,3
2025-11-12,Wednesday,VJ39,9,16:12:00,16,8
2025-11-12,Wednesday,VJ40,9,16:42:00,16,20
2025-11-12,Wednesday,VJ41,9,17:12:00,17,20
2025-11-12,Wednesday,VJ42,9H,17:42:00,17,19
2025-11-12,Wednesday,VJ43,9H,18:12:00,18,14
2025-11-12,Wednesday,VJ44,9H,18:42:00,18,18
2025-11-13,Thursday,VJ1,9,07:20:00,7,8
2025-11-13,Thursday,VJ2,9,07:50:00,7,21
2025-11-13,Thursday,VJ3,9,08:30:00,8,18
2025-11-13,Thursday,VJ4,9,09:10:00,9,16
2025-11-13,Thursday,VJ5,9,09:40:00,9,20
2025-11-13,Thursday,VJ6,9,10:10:00,10,0
2025-11-13,Thursday,VJ7,9,10:40:00,10,1
2025-11-13,Thursday,VJ8,9,11:10:00,11,3
2025-11-13,Thursday,VJ9,9,11:40:00,11,3
2025-11-13,Thursday,VJ10,9,12:10:00,12,0
2025-11-13,Thursday,VJ11,9,13:10:00,13,3
2025-11-13,Thursday,VJ12,9,13:40:00,13,2
2025-11-13,Thursday,VJ13,9,14:10:00,14,3
2025-11-13,Thursday,VJ14,9,14:40:00,14,2
2025-11-13,Thursday,VJ15,9,15:10:00,15,1
2025-11-13,Thursday,VJ16,9,15:40:00,15,0
2025-11-13,Thursday,VJ17,9,16:10:00,16,17
2025-11-13,Thursday,VJ18,9,16:40:00,16,11
2025-11-13,Thursday,VJ19,9,17:10:00,17,18
2025-11-13,Thursday,VJ20,9,17:40:00,17,5
2025-11-13,Thursday,VJ21,9,18:10:00,18,10
2025-11-13,Thursday,VJ22,9,07:52:00,7,20
2025-11-13,Thursday,VJ23,9,08:22:00,8,12
2025-11-13,Thursday,VJ24,9,09:02:00,9,13
2025-11-13,Thursday,VJ25,9,09:22:00,9,11
2025-11-13,Thursday,VJ26,9,09:42:00,9,21
2025-11-13,Thursday,VJ27,9,10:12:00,10,1
2025-11-13,Thursday,VJ28,9,10:42:00,10,0
2025-11-13,Thursday,VJ29,9,11:12:00,11,0
2025-11-13,Thursday,VJ30,9,11:42:00,11,0
2025-11-13,Thursday,VJ31,9,12:12:00,12,1
2025-11-13,Thursday,VJ32,9,12:42:00,12,3
2025-11-13,Thursday,VJ33,9,13:12:00,13,1
2025-11-13,Thursday,VJ34,9,13:42:00,13,1
2025-11-13,Thursday,VJ35,9,14:12:00,14,3
2025-11-13,Thursday,VJ36,9,14:42:00,14,2
2025-11-13,Thursday,VJ37,9,15:12:00,15,2
2025-11-13,Thursday,VJ38,9,15:42:00,15,0
2025-11-13,Thursday,VJ39,9,16:12:00,16,20
2025-11-13,Thursday,VJ40,9,16:42:00,16,12
2025-11-13,Thursday,VJ41,9,17:12:00,17,9
2025-11-13,Thursday,VJ42,9H,17:42:00,17,15
2025-11-13,Thursday,VJ43,9H,18:12:00,18,10
2025-11-13,Thursday,VJ44,9H,18:42:00,18,58
2025-11-14,Friday,VJ1,9,07:20:00,7,11
2025-11-14,Friday,VJ2,9,07:50:00,7,12
2025-11-14,Friday,VJ3,9,08:30:00,8,22
2025-11-14,Friday,VJ4,9,09:10:00,9,7
2025-11-14,Friday,VJ5,9,09:40:00,9,12
2025-11-14,Friday,VJ6,9,10:10:00,10,3
2025-11-14,Friday,VJ7,9,10:40:00,10,2
2025-11-14,Friday,VJ8,9,11:10:00,11,1
2025-11-14,Friday,VJ9,9,11:40:00,11,0
2025-11-14,Friday,VJ10,9,12:10:00,12,3
2025-11-14,Friday,VJ11,9,13:10:00,13,0
2025-11-14,Friday,VJ12,9,13:40:00,13,0
2025-11-14,Friday,VJ13,9,14:10:00,14,3
2025-11-14,Friday,VJ14,9,14:40:00,14,0
2025-11-14,Friday,VJ15,9,15:10:00,15,1
2025-11-14,Friday,VJ16,9,15:40:00,15,0
2025-11-14,Friday,VJ17,9,16:10:00,16,33
2025-11-14,Friday,VJ18,9,16:40:00,16,12
2025-11-14,Friday,VJ19,9,17:10:00,17,22
2025-11-14,Friday,VJ20,9,17:40:00,17,14
2025-11-14,Friday,VJ21,9,18:10:00,18,20
2025-11-14,Friday,VJ22,9,07:52:00,7,6
2025-11-14,Friday,VJ23,9,08:22:00,8,16
2025-11-14,Friday,VJ24,9,09:02:00,9,16
2025-11-14,Friday,VJ25,9,09:22:00,9,7
2025-11-14,Friday,VJ26,9,09:42:00,9,15
2025-11-14,Friday,VJ27,9,10:12:00,10,0
2025-11-14,Friday,VJ28,9,10:42:00,10,1
2025-11-14,Friday,VJ29,9,11:12:00,11,1
2025-11-14,Friday,VJ30,9,11:42:00,11,3
2025-11-14,Friday,VJ31,9,12:12:00,12,1
2025-11-14,Friday,VJ32,9,12:42:00,12,2
2025-11-14,Friday,VJ33,9,13:12:00,13,0
2025-11-14,Friday,VJ34,9,13:42:00,13,0
2025-11-14,Friday,VJ35,9,14:12:00,14,0
2025-11-14,Friday,VJ36,9,14:42:00,14,3
2025-11-14,Friday,VJ37,9,15:12:00,15,0
2025-11-14,Friday,VJ38,9,15:42:00,15,0
2025-11-14,Friday,VJ39,9,16:12:00,16,8
2025-11-14,Friday,VJ40,9,16:42:00,16,10
2025-11-14,Friday,VJ41,9,17:12:00,17,18
2025-11-14,Friday,VJ42,9H,17:42:00,17,11
2025-11-14,Friday,VJ43,9H,18:12:00,18,10
2025-11-14,Friday,VJ44,9H,18:42:00,18,14
2025-11-15,Saturday,VJ1,9,07:20:00,7,21
2025-11-15,Saturday,VJ2,9,07:50:00,7,9
2025-11-15,Saturday,VJ3,9,08:30:00,8,19
2025-11-15,Saturday,VJ4,9,09:10:00,9,19
2025-11-15,Saturday,VJ5,9,09:40:00,9,10
2025-11-15,Saturday,VJ6,9,10:10:00,10,1
2025-11-15,Saturday,VJ7,9,10:40:00,10,0
2025-11-15,Saturday,VJ8,9,11:10:00,11,0
2025-11-15,Saturday,VJ9,9,11:40:00,11,3
2025-11-15,Saturday,VJ10,9,12:10:00,12,0
2025-11-15,Saturday,VJ11,9,13:10:00,13,3
2025-11-15,Saturday,VJ12,9,13:40:00,13,2
2025-11-15,Saturday,VJ13,9,14:10:00,14,47
2025-11-15,Saturday,VJ14,9,14:40:00,14,0
2025-11-15,Saturday,VJ15,9,15:10:00,15,0
2025-11-15,Saturday,VJ16,9,15:40:00,15,0
2025-11-15,Saturday,VJ17,9,16:10:00,16,7
2025-11-15,Saturday,VJ18,9,16:40:00,16,18
2025-11-15,Saturday,VJ19,9,17:10:00,17,21
2025-11-15,Saturday,VJ20,9,17:40:00,17,16
2025-11-15,Saturday,VJ21,9,18:10:00,18,22
2025-11-15,Saturday,VJ22,9,07:52:00,7,14
2025-11-15,Saturday,VJ23,9,08:22:00,8,9
2025-11-15,Saturday,VJ24,9,09:02:00,9,17
2025-11-15,Saturday,VJ25,9,09:22:00,9,16
2025-11-15,Saturday,VJ26,9,09:42:00,9,8
2025-11-15,Saturday,VJ27,9,10:12:00,10,3
2025-11-15,Saturday,VJ28,9,10:42:00,10,1
2025-11-15,Saturday,VJ29,9,11:12:00,11,3
2025-11-15,Saturday,VJ30,9,11:42:00,11,1
2025-11-15,Saturday,VJ31,9,12:12:00,12,1
2025-11-15,Saturday,VJ32,9,12:42:00,12,1
2025-11-15,Saturday,VJ33,9,13:12:00,13,0
2025-11-15,Saturday,VJ34,9,13:42:00,13,28
2025-11-15,Saturday,VJ35,9,14:12:00,14,3
2025-11-15,Saturday,VJ36,9,14:42:00,14,0
2025-11-15,Saturday,VJ37,9,15:12:00,15,3
2025-11-15,Saturday,VJ38,9,15:42:00,15,0
2025-11-15,Saturday,VJ39,9,16:12:00,16,10
2025-11-15,Saturday,VJ40,9,16:42:00,16,9
2025-11-15,Saturday,VJ41,9,17:12:00,17,8
2025-11-15,Saturday,VJ42,9H,17:42:00,17,8
2025-11-15,Saturday,VJ43,9H,18:12:00,18,8
2025-11-15,Saturday,VJ44,9H,18:42:00,18,9
2025-11-16,Sunday,VJ1,9,07:20:00,7,18
2025-11-16,Sunday,VJ2,9,07:50:00,7,16
2025-11-16,Sunday,VJ3,9,08:30:00,8,13
2025-11-16,Sunday,VJ4,9,09:10:00,9,39
2025-11-16,Sunday,VJ5,9,09:40:00,9,18
2025-11-16,Sunday,VJ6,9,10:10:00,10,1
2025-11-16,Sunday,VJ7,9,10:40:00,10,1
2025-11-16,Sunday,VJ8,9,11:10:00,11,2
2025-11-16,Sunday,VJ9,9,11:40:00,11,2
2025-11-16,Sunday,VJ10,9,12:10:00,12,3
2025-11-16,Sunday,VJ11,9,13:10:00,13,3
2025-11-16,Sunday,VJ12,9,13:40:00,13,0
2025-11-16,Sunday,VJ13,9,14:10:00,14,23
2025-11-16,Sunday,VJ14,9,14:40:00,14,0
2025-11-16,Sunday,VJ15,9,15:10:00,15,0
2025-11-16,Sunday,VJ16,9,15:40:00,15,3
2025-11-16,Sunday,VJ17,9,16:10:00,16,16
2025-11-16,Sunday,VJ18,9,16:40:00,16,15
2025-11-16,Sunday,VJ19,9,17:10:00,17,17
2025-11-16,Sunday,VJ20,9,17:40:00,17,8
2025-11-16,Sunday,VJ21,9,18:10:00,18,14
2025-11-16,Sunday,VJ22,9,07:52:00,7,12
2025-11-16,Sunday,VJ23,9,08:22:00,8,14
2025-11-16,Sunday,VJ24,9,09:02:00,9,53
2025-11-16,Sunday,VJ25,9,09:22:00,9,22
2025-11-16,Sunday,VJ26,9,09:42:00,9,16
2025-11-16,Sunday,VJ27,9,10:12:00,10,3
2025-11-16,Sunday,VJ28,9,10:42:00,10,1
2025-11-16,Sunday,VJ29,9,11:12:00,11,32
2025-11-16,Sunday,VJ30,9,11:42:00,11,0
2025-11-16,Sunday,VJ31,9,12:12:00,12,3
2025-11-16,Sunday,VJ32,9,12:42:00,12,3
2025-11-16,Sunday,VJ33,9,13:12:00,13,2
2025-11-16,Sunday,VJ34,9,13:42:00,13,0
2025-11-16,Sunday,VJ35,9,14:12:00,14,2
2025-11-16,Sunday,VJ36,9,14:42:00,14,1
2025-11-16,Sunday,VJ37,9,15:12:00,15,1
2025-11-16,Sunday,VJ38,9,15:42:00,15,1
2025-11-16,Sunday,VJ39,9,16:12:00,16,20
2025-11-16,Sunday,VJ40,9,16:42:00,16,12
2025-11-16,Sunday,VJ41,9,17:12:00,17,8
2025-11-16,Sunday,VJ42,9H,17:42:00,17,17
2025-11-16,Sunday,VJ43,9H,18:12:00,18,16
2025-11-16,Sunday,VJ44,9H,18:42:00,18,6
2025-11-17,Monday,VJ1,9,07:20:00,7,16
2025-11-17,Monday,VJ2,9,07:50:00,7,16
2025-11-17,Monday,VJ3,9,08:30:00,8,16
2025-11-17,Monday,VJ4,9,09:10:00,9,18
2025-11-17,Monday,VJ5,9,09:40:00,9,19
2025-11-17,Monday,VJ6,9,10:10:00,10,3
2025-11-17,Monday,VJ7,9,10:40:00,10,1
2025-11-17,Monday,VJ8,9,11:10:00,11,1
2025-11-17,Monday,VJ9,9,11:40:00,11,3
2025-11-17,Monday,VJ10,9,12:10:00,12,2
2025-11-17,Monday,VJ11,9,13:10:00,13,2
2025-11-17,Monday,VJ12,9,13:40:00,13,1
2025-11-17,Monday,VJ13,9,14:10:00,14,1
2025-11-17,Monday,VJ14,9,14:40:00,14,0
2025-11-17,Monday,VJ15,9,15:10:00,15,0
2025-11-17,Monday,VJ16,9,15:40:00,15,1
2025-11-17,Monday,VJ17,9,16:10:00,16,14
2025-11-17,Monday,VJ18,9,16:40:00,16,17
2025-11-17,Monday,VJ19,9,17:10:00,17,8
2025-11-17,Monday,VJ20,9,17:40:00,17,10
2025-11-17,Monday,VJ21,9,18:10:00,18,6
2025-11-17,Monday,VJ22,9,07:52:00,7,47
2025-11-17,Monday,VJ23,9,08:22:00,8,44
2025-11-17,Monday,VJ24,9,09:02:00,9,13
2025-11-17,Monday,VJ25,9,09:22:00,9,11
2025-11-17,Monday,VJ26,9,09:42:00,9,10
2025-11-17,Monday,VJ27,9,10:12:00,10,3
2025-11-17,Monday,VJ28,9,10:42:00,10,2
2025-11-17,Monday,VJ29,9,11:12:00,11,3
2025-11-17,Monday,VJ30,9,11:42:00,11,3
2025-11-17,Monday,VJ31,9,12:12:00,12,22
2025-11-17,Monday,VJ32,9,12:42:00,12,0
2025-11-17,Monday,VJ33,9,13:12:00,13,3
2025-11-17,Monday,VJ34,9,13:42:00,13,1
2025-11-17,Monday,VJ35,9,14:12:00,14,1
2025-11-17,Monday,VJ36,9,14:42:00,14,2
2025-11-17,Monday,VJ37,9,15:12:00,15,0
2025-11-17,Monday,VJ38,9,15:42:00,15,1
2025-11-17,Monday,VJ39,9,16:12:00,16,23
2025-11-17,Monday,VJ40,9,16:42:00,16,21
2025-11-17,Monday,VJ41,9,17:12:00,17,48
2025-11-17,Monday,VJ42,9H,17:42:00,17,17
2025-11-17,Monday,VJ43,9H,18:12:00,18,11
2025-11-17,Monday,VJ44,9H,18:42:00,18,22
2025-11-18,Tuesday,VJ1,9,07:20:00,7,46
2025-11-18,Tuesday,VJ2,9,07:50:00,7,21
2025-11-18,Tuesday,VJ3,9,08:30:00,8,10
2025-11-18,Tuesday,VJ4,9,09:10:00,9,5
2025-11-18,Tuesday,VJ5,9,09:40:00,9,13
2025-11-18,Tuesday,VJ6,9,10:10:00,10,0
2025-11-18,Tuesday,VJ7,9,10:40:00,10,1
2025-11-18,Tuesday,VJ8,9,11:10:00,11,1
2025-11-18,Tuesday,VJ9,9,11:40:00,11,2
2025-11-18,Tuesday,VJ10,9,12:10:00,12,1
2025-11-18,Tuesday,VJ11,9,13:10:00,13,2
2025-11-18,Tuesday,VJ12,9,13:40:00,13,3
2025-11-18,Tuesday,VJ13,9,14:10:00,14,2
2025-11-18,Tuesday,VJ14,9,14:40:00,14,0
2025-11-18,Tuesday,VJ15,9,15:10:00,15,3
2025-11-18,Tuesday,VJ16,9,15:40:00,15,3
2025-11-18,Tuesday,VJ17,9,16:10:00,16,17
2025-11-18,Tuesday,VJ18,9,16:40:00,16,17
2025-11-18,Tuesday,VJ19,9,17:10:00,17,21
2025-11-18,Tuesday,VJ20,9,17:40:00,17,5
2025-11-18,Tuesday,VJ21,9,18:10:00,18,19
2025-11-18,Tuesday,VJ22,9,07:52:00,7,8
2025-11-18,Tuesday,VJ23,9,08:22:00,8,8
2025-11-18,Tuesday,VJ24,9,09:02:00,9,20
2025-11-18,Tuesday,VJ25,9,09:22:00,9,6
2025-11-18,Tuesday,VJ26,9,09:42:00,9,12
2025-11-18,Tuesday,VJ27,9,10:12:00,10,2
2025-11-18,Tuesday,VJ28,9,10:42:00,10,2
2025-11-18,Tuesday,VJ29,9,11:12:00,11,1
2025-11-18,Tuesday,VJ30,9,11:42:00,11,3
2025-11-18,Tuesday,VJ31,9,12:12:00,12,3
2025-11-18,Tuesday,VJ32,9,12:42:00,12,47
2025-11-18,Tuesday,VJ33,9,13:12:00,13,1
2025-11-18,Tuesday,VJ34,9,13:42:00,13,2
2025-11-18,Tuesday,VJ35,9,14:12:00,14,2
2025-11-18,Tuesday,VJ36,9,14:42:00,14,1
2025-11-18,Tuesday,VJ37,9,15:12:00,15,2
2025-11-18,Tuesday,VJ38,9,15:42:00,15,2
2025-11-18,Tuesday,VJ39,9,16:12:00,16,16
2025-11-18,Tuesday,VJ40,9,16:42:00,16,17
2025-11-18,Tuesday,VJ41,9,17:12:00,17,11
2025-11-18,Tuesday,VJ42,9H,17:42:00,17,15
2025-11-18,Tuesday,VJ43,9H,18:12:00,18,13
2025-11-18,Tuesday,VJ44,9H,18:42:00,18,36
2025-11-19,Wednesday,VJ1,9,07:20:00,7,17
2025-11-19,Wednesday,VJ2,9,07:50:00,7,7
2025-11-19,Wednesday,VJ3,9,08:30:00,8,23
2025-11-19,Wednesday,VJ4,9,09:10:00,9,13
2025-11-19,Wednesday,VJ5,9,09:40:00,9,21
2025-11-19,Wednesday,VJ6,9,10:10:00,10,2
2025-11-19,Wednesday,VJ7,9,10:40:00,10,1
2025-11-19,Wednesday,VJ8,9,11:10:00,11,1
2025-11-19,Wednesday,VJ9,9,11:40:00,11,2
2025-11-19,Wednesday,VJ10,9,12:10:00,12,1
2025-11-19,Wednesday,VJ11,9,13:10:00,13,2
2025-11-19,Wednesday,VJ12,9,13:40:00,13,2
2025-11-19,Wednesday,VJ13,9,14:10:00,14,2
2025-11-19,Wednesday,VJ14,9,14:40:00,14,3
2025-11-19,Wednesday,VJ15,9,15:10:00,15,2
2025-11-19,Wednesday,VJ16,9,15:40:00,15,0
2025-11-19,Wednesday,VJ17,9,16:10:00,16,16
2025-11-19,Wednesday,VJ18,9,16:40:00,16,8
2025-11-19,Wednesday,VJ19,9,17:10:00,17,12
2025-11-19,Wednesday,VJ20,9,17:40:00,17,18
2025-11-19,Wednesday,VJ21,9,18:10:00,18,14
2025-11-19,Wednesday,VJ22,9,07:52:00,7,13
2025-11-19,Wednesday,VJ23,9,08:22:00,8,10
2025-11-19,Wednesday,VJ24,9,09:02:00,9,9
2025-11-19,Wednesday,VJ25,9,09:22:00,9,8
2025-11-19,Wednesday,VJ26,9,09:42:00,9,7
2025-11-19,Wednesday,VJ27,9,10:12:00,10,1
2025-11-19,Wednesday,VJ28,9,10:42:00,10,3
2025-11-19,Wednesday,VJ29,9,11:12:00,11,0
2025-11-19,Wednesday,VJ30,9,11:42:00,11,2
2025-11-19,Wednesday,VJ31,9,12:12:00,12,2
2025-11-19,Wednesday,VJ32,9,12:42:00,12,0
2025-11-19,Wednesday,VJ33,9,13:12:00,13,2
2025-11-19,Wednesday,VJ34,9,13:42:00,13,2
2025-11-19,Wednesday,VJ35,9,14:12:00,14,2
2025-11-19,Wednesday,VJ36,9,14:42:00,14,2
2025-11-19,Wednesday,VJ37,9,15:12:00,15,0
2025-11-19,Wednesday,VJ38,9,15:42:00,15,2
2025-11-19,Wednesday,VJ39,9,16:12:00,16,12
2025-11-19,Wednesday,VJ40,9,16:42:00,16,8
2025-11-19,Wednesday,VJ41,9,17:12:00,17,14
2025-11-19,Wednesday,VJ42,9H,17:42:00,17,5
2025-11-19,Wednesday,VJ43,9H,18:12:00,18,8
2025-11-19,Wednesday,VJ44,9H,18:42:00,18,19
2025-11-20,Thursday,VJ1,9,07:20:00,7,8
2025-11-20,Thursday,VJ2,9,07:50:00,7,19
2025-11-20,Thursday,VJ3,9,08:30:00,8,20
2025-11-20,Thursday,VJ4,9,09:10:00,9,7
2025-11-20,Thursday,VJ5,9,09:40:00,9,20
2025-11-20,Thursday,VJ6,9,10:10:00,10,0
2025-11-20,Thursday,VJ7,9,10:40:00,10,3
2025-11-20,Thursday,VJ8,9,11:10:00,11,2
2025-11-20,Thursday,VJ9,9,11:40:00,11,2
2025-11-20,Thursday,VJ10,9,12:10:00,12,3
2025-11-20,Thursday,VJ11,9,13:10:00,13,0
2025-11-20,Thursday,VJ12,9,13:40:00,13,3
2025-11-20,Thursday,VJ13,9,14:10:00,14,3
2025-11-20,Thursday,VJ14,9,14:40:00,14,2
2025-11-20,Thursday,VJ15,9,15:10:00,15,2
2025-11-20,Thursday,VJ16,9,15:40:00,15,3
2025-11-20,Thursday,VJ17,9,16:10:00,16,8
2025-11-20,Thursday,VJ18,9,16:40:00,16,17
2025-11-20,Thursday,VJ19,9,17:10:00,17,14
2025-11-20,Thursday,VJ20,9,17:40:00,17,10
2025-11-20,Thursday,VJ21,9,18:10:00,18,10
2025-11-20,Thursday,VJ22,9,07:52:00,7,16
2025-11-20,Thursday,VJ23,9,08:22:00,8,12
2025-11-20,Thursday,VJ24,9,09:02:00,9,8
2025-11-20,Thursday,VJ25,9,09:22:00,9,13
2025-11-20,Thursday,VJ26,9,09:42:00,9,11
2025-11-20,Thursday,VJ27,9,10:12:00,10,3
2025-11-20,Thursday,VJ28,9,10:42:00,10,3
2025-11-20,Thursday,VJ29,9,11:12:00,11,0
2025-11-20,Thursday,VJ30,9,11:42:00,11,1
2025-11-20,Thursday,VJ31,9,12:12:00,12,36
2025-11-20,Thursday,VJ32,9,12:42:00,12,2
2025-11-20,Thursday,VJ33,9,13:12:00,13,3
2025-11-20,Thursday,VJ34,9,13:42:00,13,0
2025-11-20,Thursday,VJ35,9,14:12:00,14,3
2025-11-20,Thursday,VJ36,9,14:42:00,14,0
2025-11-20,Thursday,VJ37,9,15:12:00,15,2
2025-11-20,Thursday,VJ38,9,15:42:00,15,1
2025-11-20,Thursday,VJ39,9,16:12:00,16,15
2025-11-20,Thursday,VJ40,9,16:42:00,16,17
2025-11-20,Thursday,VJ41,9,17:12:00,17,10
2025-11-20,Thursday,VJ42,9H,17:42:00,17,14
2025-11-20,Thursday,VJ43,9H,18:12:00,18,12
2025-11-20,Thursday,VJ44,9H,18:42:00,18,13
2025-11-21,Friday,VJ1,9,07:20:00,7,8
2025-11-21,Friday,VJ2,9,07:50:00,7,16
2025-11-21,Friday,VJ3,9,08:30:00,8,15
2025-11-21,Friday,VJ4,9,09:10:00,9,19
2025-11-21,Friday,VJ5,9,09:40:00,9,18
2025-11-21,Friday,VJ6,9,10:10:00,10,3
2025-11-21,Friday,VJ7,9,10:40:00,10,0
2025-11-21,Friday,VJ8,9,11:10:00,11,3
2025-11-21,Friday,VJ9,9,11:40:00,11,0
2025-11-21,Friday,VJ10,9,12:10:00,12,1
2025-11-21,Friday,VJ11,9,13:10:00,13,2
2025-11-21,Friday,VJ12,9,13:40:00,13,3
2025-11-21,Friday,VJ13,9,14:10:00,14,2
2025-11-21,Friday,VJ14,9,14:40:00,14,0
2025-11-21,Friday,VJ15,9,15:10:00,15,3
2025-11-21,Friday,VJ16,9,15:40:00,15,0
2025-11-21,Friday,VJ17,9,16:10:00,16,8
2025-11-21,Friday,VJ18,9,16:40:00,16,10
2025-11-21,Friday,VJ19,9,17:10:00,17,20
2025-11-21,Friday,VJ20,9,17:40:00,17,21
2025-11-21,Friday,VJ21,9,18:10:00,18,7
2025-11-21,Friday,VJ22,9,07:52:00,7,13
2025-11-21,Friday,VJ23,9,08:22:00,8,13
2025-11-21,Friday,VJ24,9,09:02:00,9,9
2025-11-21,Friday,VJ25,9,09:22:00,9,9
2025-11-21,Friday,VJ26,9,09:42:00,9,17
2025-11-21,Friday,VJ27,9,10:12:00,10,2
2025-11-21,Friday,VJ28,9,10:42:00,10,2
2025-11-21,Friday,VJ29,9,11:12:00,11,2
2025-11-21,Friday,VJ30,9,11:42:00,11,2
2025-11-21,Friday,VJ31,9,12:12:00,12,1
2025-11-21,Friday,VJ32,9,12:42:00,12,0
2025-11-21,Friday,VJ33,9,13:12:00,13,0
2025-11-21,Friday,VJ34,9,13:42:00,13,3
2025-11-21,Friday,VJ35,9,14:12:00,14,3
2025-11-21,Friday,VJ36,9,14:42:00,14,0
2025-11-21,Friday,VJ37,9,15:12:00,15,1
2025-11-21,Friday,VJ38,9,15:42:00,15,2
2025-11-21,Friday,VJ39,9,16:12:00,16,19
2025-11-21,Friday,VJ40,9,16:42:00,16,7
2025-11-21,Friday,VJ41,9,17:12:00,17,12
2025-11-21,Friday,VJ42,9H,17:42:00,17,62
2025-11-21,Friday,VJ43,9H,18:12:00,18,21
2025-11-21,Friday,VJ44,9H,18:42:00,18,8
2025-11-22,Saturday,VJ1,9,07:20:00,7,20
2025-11-22,Saturday,VJ2,9,07:50:00,7,10
2025-11-22,Saturday,VJ3,9,08:30:00,8,17
2025-11-22,Saturday,VJ4,9,09:10:00,9,20
2025-11-22,Saturday,VJ5,9,09:40:00,9,16
2025-11-22,Saturday,VJ6,9,10:10:00,10,2
2025-11-22,Saturday,VJ7,9,10:40:00,10,0
2025-11-22,Saturday,VJ8,9,11:10:00,11,2
2025-11-22,Saturday,VJ9,9,11:40:00,11,3
2025-11-22,Saturday,VJ10,9,12:10:00,12,0
2025-11-22,Saturday,VJ11,9,13:10:00,13,1
2025-11-22,Saturday,VJ12,9,13:40:00,13,0
2025-11-22,Saturday,VJ13,9,14:10:00,14,27
2025-11-22,Saturday,VJ14,9,14:40:00,14,3
2025-11-22,Saturday,VJ15,9,15:10:00,15,0
2025-11-22,Saturday,VJ16,9,15:40:00,15,0
2025-11-22,Saturday,VJ17,9,16:10:00,16,10
2025-11-22,Saturday,VJ18,9,16:40:00,16,10
2025-11-22,Saturday,VJ19,9,17:10:00,17,14
2025-11-22,Saturday,VJ20,9,17:40:00,17,12
2025-11-22,Saturday,VJ21,9,18:10:00,18,22
2025-11-22,Saturday,VJ22,9,07:52:00,7,16
2025-11-22,Saturday,VJ23,9,08:22:00,8,6
2025-11-22,Saturday,VJ24,9,09:02:00,9,23
2025-11-22,Saturday,VJ25,9,09:22:00,9,21
2025-11-22,Saturday,VJ26,9,09:42:00,9,16
2025-11-22,Saturday,VJ27,9,10:12:00,10,1
2025-11-22,Saturday,VJ28,9,10:42:00,10,3
2025-11-22,Saturday,VJ29,9,11:12:00,11,2
2025-11-22,Saturday,VJ30,9,11:42:00,11,0
2025-11-22,Saturday,VJ31,9,12:12:00,12,0
2025-11-22,Saturday,VJ32,9,12:42:00,12,1
2025-11-22,Saturday,VJ33,9,13:12:00,13,1
